2580,yashik1991,2,82,/,+1/00:26,+/00:46,/,/,/,-2/,/
2580,Incepti0n,2,82,/,+2/00:17,+1/00:35,-1/,/,/,-1/,/
2178,Glemhel,2,57,+2/-3,-1/,+/00:11,+/00:46,-8/,/,/,/
2178,faizrakhmanov,2,57,/,+/00:22,+/00:35,/,/,/,-2/,/
1786,999KPlusONE,2,41,/,+/00:14,+/00:27,/,/,/,/,/
1786,beza,2,41,/,+/00:11,+1/00:20,-2/,/,/,-3/,/
188,ransewhale,4,183,/,+/00:04,+/00:10,+2/00:36,+3/01:23,/,-1/,/
190,Hipo_3412,4,184,/,+/00:06,+/00:11,+1/00:56,-4/,/,+1/01:31,/
1376,sifat_15,2,27,/,+/00:09,+/00:18,-1/,/,/,-4/,/
1376,You_just_have_fake,2,27,/,+1/00:05,+/00:12,-2/,/,/,/,/
590,lazyc97,3,103,/,+/00:06,+/00:30,+2/00:47,/,/,-2/,/
590,atlas22,3,103,/,+/00:12,+/00:20,+/01:11,/,/,-1/,/
783,anubhav000051,3,140,+1/,+1/00:12,+/00:19,+2/01:19,/,/,/,/
1587,custard_apple,2,34,/,+1/00:09,+/00:15,-6/,/,/,/,/
1587,hogeover30,2,34,/,+2/00:04,+/00:10,-1/,/,/,-2/,/
389,ZwariowanyMarcin,3,62,/,+/00:06,+/00:13,+/00:43,-1/,/,/,/
395,Fidelity,3,63,/,+/00:06,+/00:12,-1/,-4/,/,+/00:45,/
1182,Cosine7,2,19,/,+/00:05,+/00:14,/,/,/,/,/
1182,One_Eye_Ghoul,2,19,/,+/00:06,+/00:13,/,/,/,/,/
996,Patwari26,3,201,+3/,+2/00:18,+/00:22,+1/02:11,/,/,-2/,/
996,vln1,3,201,/,+1/00:06,+1/00:13,-2/,/,/,+3/02:12,/
2787,Mohamed.Sapry,2,103,/,+/00:20,+2/01:03,/,/,/,/,/
2787,mannshah27,2,103,/,+3/00:26,+1/00:37,-2/,/,/,/,/
2368,mohammadImwas,2,68,/-1,+/00:09,+/00:59,-2/,/,/,/,/
2368,amine.elamri,2,68,/,+/00:32,+1/00:26,-2/,/,/,/,/
3184,swust5120170583_small,2,168,/,-2/,+/00:25,+2/02:03,/,/,-4/,/
3184,rahulDugar,2,168,/,-1/,+/00:05,/,-2/,/,+8/01:23,/
2987,MoNsTeR_CuBe,2,129,/,+2/01:12,+1/00:27,-3/,-4/,/,/,/
2987,Ardweaden,2,129,+3/-2,+2/01:01,+/00:48,/,/,/,/,/
1993,a_mysterious_x,2,50,/,+1/00:16,+/00:24,-2/,/,/,/,/
1993,fe4r133S,2,50,/,+1/00:11,+1/00:19,/,/,/,-2/,/
2580,mayankrana00,2,82,/,+1/00:15,+2/00:37,-2/,/,/,/,/
2580,Newusers,2,82,/,-1/,+/00:18,-2/,/,/,+/01:04,/
2178,Mr_Programmer_98,2,57,/,+/00:25,+/00:32,-1/,/,/,/,/
2178,Luxo,2,57,/,+/00:52,+/00:05,/,/,-1/,/,/
1786,Gus_Hou,2,41,/,+/00:09,+1/00:22,-5/,/,/,/,/
1786,MarWarPL,2,41,/,+/00:14,+/00:27,-1/,/,-1/,/,/
190,MarcosK,4,184,+119/-6,+/00:04,+/00:08,+1/00:36,/,/,+3/01:36,/
190,ffffasttime,4,184,/,+/00:03,+/00:09,+3/01:25,-2/,/,+/00:57,/
1376,AmdSadi,2,27,+1/,+/00:07,+/00:20,-2/,/,-2/,/,/
1376,rudr,2,27,/,+/00:08,+/00:19,-2/,/,/,/,/
590,da.201601074,3,103,/,+3/00:10,+/00:16,+/00:47,/,/,/,/
590,stefanbalaz2,3,103,/,+/00:05,+1/00:13,+2/00:55,/,/,-3/,/
783,Lion.,3,140,/,+/00:08,+/00:16,+1/01:46,/,/,/,/
783,MrPink,3,140,/,+/00:06,+/00:10,+/02:04,/,/,/,/
1587,swapnilsaha,2,34,/,+1/00:07,+/00:17,-4/,/,/,/,/
1587,sirius_white,2,34,/,+/00:10,+/00:24,-2/,/,/,/,/
395,semteo,3,63,/,+/00:05,+/00:12,+/00:46,-4/,/,/,/
1182,hackerwizard,2,19,/,+/00:06,+/00:13,-1/,/,/,-4/,/
1182,Naseem17,2,19,/,+/00:06,+/00:13,/,/,/,/,/
998,crack_it3010,3,202,/,+1/00:28,+/00:42,+1/01:52,/,/,/,/
998,Crosspiece,3,202,+4/-1,+/00:22,+/00:08,-1/,/,/,+4/02:12,/
2787,saurabhnewatiya,2,103,+1/,+3/00:33,+/00:40,-2/,/,/,/,/
2787,stranger006,2,103,/,+/01:07,+/00:36,/,/,/,/,/
2386,PRT,2,69,/,+/00:06,+2/00:43,-1/,/,/,/,/
2386,fonmagnus,2,69,/,+4/00:17,+/00:12,-3/,/,-1/,-4/,/
3184,kalp_jain_98,2,168,/,+3/01:41,+1/00:27,/,/,/,/,/
3193,ayush_73,2,169,/,+2/01:24,+1/00:55,/,/,/,-1/,/
2990,like_a_dog,2,130,/,+2/00:24,+1/01:16,-1/,/,/,/,/
1993,T00THLESS,2,50,/,+1/00:14,+/00:26,/,/,/,/,/
1993,shaswat57,2,50,/,+/00:10,+1/00:30,/,/,/,/,/
2580,cjsofHF,2,82,/,+/00:14,+/01:08,-3/,/,-1/,/,/
2580,jagat777,2,82,/,+2/00:36,+/00:26,/,/,/,/,/
2178,jaghaloover,2,57,/,+/00:19,+/00:38,/,/,/,-1/,/
2194,Hydsoled,2,58,/,+1/00:10,+1/00:28,/,/,/,/,/
1786,vucko,2,41,/,+/00:13,+/00:28,/,/,/,/,/
1786,artefact108,2,41,/,+1/00:12,+/00:19,/,-5/,/,/,/
193,Azat_Yusupov,4,185,/,+/00:04,+/00:11,+1/00:45,/,/,+1/01:45,/
193,zqy1018,4,185,/,+1/00:10,+/00:15,+2/00:43,-3/,/,+/01:27,/
1376,aman36,2,27,+1/,+/00:09,+/00:18,-1/,/,/,-1/,/
1376,Heshamovic,2,27,+1/,+/00:07,+/00:20,-4/,/,/,/,/
590,GrowingUp,3,103,/,+1/00:07,+/00:10,+2/00:56,-1/,/,-1/,/
590,arjitkansal,3,103,+8/-2,+/00:09,+/00:19,+/01:15,/,/,-4/,/
783,Charis02,3,140,/,+/00:03,+1/00:06,-1/,-2/,/,+2/01:41,/
783,SAFWAN.K,3,140,+1/,+/00:13,+/00:26,+/01:41,/,/,/,/
1587,nikita4109,2,34,/,+/00:12,+/00:22,-2/,/,/,-1/,/
1587,frauklein,2,34,/,+/00:09,+1/00:15,-2/,/,/,-2/,/
395,seventhsonofseventhson,3,63,/,+/00:04,+1/00:11,+1/00:28,/,/,-2/,/
395,chirag11032000,3,63,/,+/00:05,+/00:15,+/00:43,/,/,/,/
1182,pratikgk45,2,19,/,+/00:05,+/00:14,-6/,/,/,-2/,/
998,KumarRaju,3,202,/,+1/00:20,+/00:27,+2/02:05,/,/,/,/
2787,geother,2,103,/,+/00:23,+3/00:50,/,/,/,/,/
2799,KobeDuu_,2,104,/,-1/,+/00:24,/,/,/,+/01:20,/
2386,mentality,2,69,/,+3/00:16,+/00:23,-2/,/,/,-6/,/
2386,dev_mehria,2,69,/,+/00:18,+1/00:41,/,/,/,/,/
3193,Mujahid_Ict,2,169,/,+/01:22,+/01:27,/,/,/,/,/
3193,Absur_Siam,2,169,/,+/01:00,+1/01:39,/,/,/,/,/
2990,YinyuBC,2,130,/,+1/00:36,+2/01:04,/,/,/,/,/
2990,nowonder,2,130,/,+1/00:31,+1/01:19,/,/,/,/,/
1993,Joker_pablo,2,50,/,+1/00:16,+/00:24,/,/,/,-3/,/
2580,jubaidul.ctg.bd,2,82,/,+1/00:26,+/00:46,-1/,/,/,-1/,/
2594,mhmedwagih1324,2,83,/,+1/00:24,+/00:49,/,/,/,/,/
2194,laith_drebaty,2,58,/,+2/00:13,+/00:25,-7/,/,/,/,/
2194,Yami27,2,58,/,+/00:36,+/00:22,-1/,/,/,/,/
1786,pro100hackeR,2,41,/,+/00:14,+/00:27,-2/,/,/,/,/
195,SiamH,4,188,/,+/00:06,+/00:13,+/01:00,/,+/01:49,/,/
195,FlyWhite,4,188,/,+/00:11,+/00:18,+/01:06,/,/,+/01:33,/
1376,acka1357,2,27,/,+/00:09,+/00:18,/,/,/,/,/
1376,sajibreadd,2,27,/,+/00:10,+/00:17,/,/,/,-3/,/
596,_nEro_,3,104,/,+/00:04,+1/00:13,+/01:17,/,/,-2/,/
596,vaibhav_garg,3,104,/,+1/00:14,+/00:22,+1/00:48,/,/,/,/
783,Enderturtle,3,140,/,+/00:12,+1/00:30,+/01:28,/,/,/,/
783,lugia,3,140,/,+1/00:14,+/00:07,+2/01:29,/,/,-7/,/
1587,Febrin,2,34,/,+1/00:09,+/00:15,-1/,/,/,/,/
1587,madeha99,2,34,/,+1/00:07,+/00:17,/,/,-2/,/,/
395,AlmostRED,3,63,/,+1/00:05,+/00:08,+1/00:30,/,/,-1/,/
400,celeritas,3,64,/,+/00:07,+/00:13,+1/00:34,/,/,-9/,/
1182,FCY,2,19,/,+/00:06,+/00:13,/,/,-2/,-1/,/
1182,ucanyiit,2,19,/,+/00:06,+/00:13,-3/,/,/,-3/,/
2799,Lxyzzz,2,104,/,+1/01:07,+/00:27,/,/,/,-1/,/
2386,prashantnh143,2,69,/,+/00:15,+1/00:44,/,/,-4/,/,/
2386,persistent_try,2,69,/,+1/00:24,+/00:35,/,/,/,/,/
3193,Daryamih02,2,169,/,+3/00:43,+1/01:26,/,/,/,/,/
3193,geetanksingh,2,169,/,+5/00:53,+/01:06,/,/,/,/,/
2990,shible,2,130,/-8,+5/00:26,+1/00:44,-5/,/,/,/,/
2990,Drom,2,130,/,+/01:26,+1/00:34,-1/,/,/,/,/
1993,milon19,2,50,+4/,+/00:14,+/00:36,/,/,/,/,/
2594,Zookkk,2,83,/,+3/00:20,+/00:33,/,/,/,/,/
2594,RI7,2,83,/,+2/00:22,+/00:41,/,/,/,/,/
2194,Black_Ghost,2,58,/-1,-1/,+/00:12,+1/00:36,-6/,/,-6/,/
2194,ykmaku,2,58,/,+/00:07,+2/00:31,-3/,/,/,/,/
1786,2016551107funky,2,41,/,+/00:11,+1/00:20,/,/,/,/,/
1786,nks43,2,41,/,+/00:06,+1/00:25,-4/,/,/,/,/
197,bka_hackman,4,189,/,+2/00:11,+/00:17,+2/00:46,/,/,+/01:15,/
197,_shanky,4,189,+1/,+1/00:06,+/00:11,+/01:30,/,/,+/01:12,/
1376,Majka,2,27,/,+1/00:06,+/00:11,/,/,/,/,/
1376,abhiraj26,2,27,/,+/00:07,+/00:20,/,/,/,/,/
596,TheNoOne,3,104,/,+/00:06,+/00:12,+3/00:56,/,/,-4/,/
596,returnreem,3,104,/,+/00:18,+/00:27,+/00:59,/,/,/,/
791,khushiagr99,3,141,/,+2/00:13,+/00:21,+2/01:07,/,/,/,/
1587,cs71107,2,34,/,-1/,+/00:11,+/00:23,/,/,/,/
1587,rohit002,2,34,/,+/00:13,+/00:21,-1/,/,/,-1/,/
1182,bomac1,2,19,/,+/00:05,+/00:14,-1/,/,/,-2/,/
1193,Kar98k,2,20,/,+/00:07,+/00:13,-3/,/,/,/,/
2386,harsh48chaturvedi,2,69,/,+/00:28,+/00:41,-1/,/,/,/,/
2386,karan1808,2,69,/,+1/00:26,+/00:33,-8/,/,/,/,/
3193,Pranay_36,2,169,/,+/01:15,+1/01:24,/,/,/,/,/
3193,sj144,2,169,/,+/01:02,+/01:47,/,/,/,/,/
2990,spartan009,2,130,/,+1/00:14,+3/01:16,/,/,/,/,/
2990,nehag8026,2,130,/,+/00:48,+1/01:12,-1/,/,/,/,/
2594,sardor_forrest,2,83,/,+/00:44,+/00:39,/,/,/,/,/
2594,alrz,2,83,/,+2/00:12,+2/00:31,/,/,/,/,/
2194,xie24857,2,58,/,+/00:18,+/00:40,/,/,/,/,/
2194,shravank,2,58,/,+1/00:20,+/00:28,-6/,/,/,/,/
1786,pmmani,2,41,/,+/00:12,+/00:29,/,/,/,/,/
1786,Ratoon,2,41,/,+/00:16,+/00:25,/,/,/,/,/
197,Atlantis592,4,189,/,+/00:05,+/00:12,+/00:27,/,-1/,+2/02:05,/
200,amitgomi,4,190,/,+/00:04,+/00:11,+2/00:28,/,/,+2/01:47,/
1376,kenchi2,2,27,/,+/00:07,+/00:20,-1/,/,/,/,/
596,akashpatil219,3,104,/,+/00:08,+/00:16,+/01:20,/,/,/,/
791,Jety,3,141,/,+1/00:14,+/00:31,-1/,/,/,+/01:26,/
791,huuphuc,3,141,/,-1/,+/00:28,+/00:52,/,/,+/01:01,/
1587,intmian,2,34,/,+/00:08,+/00:26,-1/,/,/,/,/
1193,suhendry,2,20,+7/,+/00:06,+/00:14,-2/,/,/,-2/,/
1193,Sacure,2,20,/,+/00:06,+/00:14,-4/,/,/,/,/
2386,Sashka_proger,2,69,/,+/00:19,+1/00:40,/,/,/,/,/
2386,hoppe,2,69,/,+1/00:19,+/00:40,-1/,/,/,/,/
3193,NEU_ENVY,2,169,/,-3/,+/00:24,+5/01:35,/,/,/,/
2997,dr22,2,131,/,+3/01:24,+/00:17,-3/,/,/,/,/
2997,kevinchu,2,131,/,+/00:54,+1/01:07,/,/,/,/,/
2594,PERNEKHAN,2,83,/,-2/,+/00:12,+/01:11,/,/,-2/,/
2594,mayank9804,2,83,+4/,+/00:44,+/00:39,/,/,/,/,/
1786,EasyMode,2,41,/,+1/00:13,+/00:18,-1/,-1/,/,-3/,/
1786,iMac,2,41,/,+1/00:11,+/00:20,-1/,/,/,-1/,/
791,krasav4ik,3,141,+2/-2,+2/00:19,+/00:06,+2/01:16,/,/,-2/,/
795,WeYoungZ,3,142,/,+2/00:52,+/00:24,+/00:46,/,/,/,/
1193,algmyr,2,20,+121/,+/00:06,+/00:14,-4/,/,/,/,/
1193,mrz,2,20,/,+/00:08,+/00:12,-2/,/,/,-4/,/
2386,Saiphani724,2,69,/,+/00:14,+1/00:45,/,/,/,/,/
2386,codehard321,2,69,+1/,+1/00:13,+1/00:36,-2/,/,/,/,/
2997,ikramuloli,2,131,/,+3/01:15,+/00:26,/,/,/,/,/
2997,abuto121,2,131,/,+3/01:15,+1/00:16,/,/,/,-1/,/
1786,Phom_Dao,2,41,/,+1/00:11,+/00:20,/,/,-1/,-4/,/
795,KeNaj712,3,142,/-2,-1/,+/00:08,+/00:19,/,-7/,+2/01:35,/
1193,s29011996,2,20,+1/,+/00:06,+/00:14,-2/,/,/,/,/
1193,Fuad_Islam,2,20,/,+/00:06,+/00:14,-1/,/,/,-3/,/
2386,kamal_jakhar,2,69,/,+/00:51,+/00:18,/,/,/,/,/
795,stymnr,3,142,/,+1/00:08,+/00:13,+1/01:41,/,/,-4/,/
795,Maus_74,3,142,/,+/00:08,+/00:14,+1/01:50,/,/,/,/
1193,k24,2,20,+23/,+/00:07,+/00:13,-1/,/,/,/,/
2386,pilot666,2,69,/,+1/00:15,+1/00:34,/,/,/,/,/
2386,Mooncrater,2,69,/,+1/00:22,+/00:37,-1/,/,/,/,/
795,alexander89116,3,142,/,+/00:04,+/00:08,+5/01:20,/,/,-2/,/
795,170104100115,3,142,/,+/00:07,+/00:18,-4/,/,/,+/01:57,/
3399,little_mod,1,9,/,/,+/00:09,-1/,/,/,/,/
3399,704817104,1,9,/,-1/,+/00:09,-2/,/,/,/,/
3589,haoran937,1,21,/,-2/,+/00:21,-1/,/,/,/,/
3589,aboyko,1,21,/,+/00:21,/,/,/,/,/,/
3201,hello_stalker,2,170,/,+3/01:53,+/00:27,-1/,/,/,-4/,/
3201,rokydas,2,170,/,+3/01:22,+/00:58,/,/,/,/,/
3399,GoldenRayed,1,9,/,-1/,+/00:09,-1/,/,/,-2/,/
3399,Zygis0321,1,9,/,-1/,+/00:09,-1/,/,/,-5/,/
3589,Bodasadalla,1,21,/,-2/,+/00:21,-2/,/,/,/,/
3201,alamin39,2,170,/,+3/01:22,+1/00:48,/,/,/,-1/,/
3201,SarsHawk,2,170,/,+1/00:36,+2/01:44,/,/,/,/,/
3399,Brankonymous,1,9,/,-1/,+/00:09,-1/,-12/,/,/,/
3399,AnzheWang,1,9,/,-1/,+/00:09,-1/,/,/,/,/
3589,hshokeen,1,21,/,-2/,+/00:21,/,/,/,/,/
3589,xenonshivam,1,21,/,-2/,+/00:21,-1/,/,/,/,/
3201,dragossarbu2003,2,170,/,+1/02:05,+/00:35,/,/,-2/,/,/
3201,MrP1944,2,170,/,+2/01:06,+/01:24,/,/,/,/,/
3399,alireza_kaviani,1,9,+2/-1,-1/,+/00:09,-2/,/,/,-5/,/
3408,chookalat,1,10,/,+/00:10,/,/,/,/,/,/
4199,AnnabethChase,1,93,/,-3/,+2/01:13,/,/,/,/,/
4202,Tuitkf,1,94,/,-2/,+1/01:24,/,/,/,/,/
3606,Sali_adelkhah,1,22,/,-1/,+/00:22,/,/,/,/,/
3797,cffake,1,34,/,/,+/00:34,/,/,/,/,/
3797,vvshuai,1,34,/,-2/,+/00:34,/,/,/,/,/
3207,theonly965105,2,171,/,+/00:23,+5/01:38,/,/,/,/,/
3207,Prokuratura.77,2,171,/,+3/00:48,+2/01:13,-1/,/,/,/,/
3408,rsan,1,10,/,-1/,+/00:10,-1/,/,/,/,/
3408,lukasanarski,1,10,+5/,-1/,+/00:10,/,/,/,/,/
3991,himanshupch,1,52,/,-6/,+/00:52,/,/,/,/,/
3991,nobab27,1,52,/,/,+1/00:42,/,/,/,/,/
4202,Shihan_Tanjim_Azad,1,94,/,-1/,+2/01:14,/,/,/,/,/
4202,learner_rp,1,94,/,-2/,+2/01:14,/,/,/,/,/
3606,slappy,1,22,/,-2/,+/00:22,-1/,/,/,-3/,/
3797,HayatoY,1,34,/,-2/,+/00:34,-3/,/,-4/,-1/,/
3797,Sarah_Mohamed_Mokhtar,1,34,/,-1/,+/00:34,/,/,-1/,/,/
3207,KobeSacre,2,171,/,+/01:11,+2/01:20,/,/,/,/,/
3207,PRIYANSHU_R_DUBEY,2,171,/,+2/00:51,+2/01:20,/,/,/,/,/
3408,beemax,1,10,/,-1/,+/00:10,-2/,/,/,-1/,/
3408,kirill_zubkov,1,10,/,+/00:10,-1/,-1/,/,/,/,/
3991,kazzzzakh,1,52,/,-3/,+/00:52,/,/,/,/,/
3991,alittlejhon,1,52,/,+1/00:42,-3/,/,/,/,/,/
4202,Maxboom321,1,94,/,-6/,+/01:34,/,/,/,/,/
4202,daniel071292,1,94,/,/,/,/,-6/,-1/,+2/01:14,/
3606,coderhojaifa,1,22,/,+1/00:12,-3/,/,/,/,/,/
3606,A_H_R-E_I-M,1,22,+1/,-1/,+/00:22,-1/,/,/,/,/
3797,ionut_dobricean,1,34,/,-1/,+/00:34,-5/,/,/,/,/
3797,Theofratus,1,34,/,-2/,+/00:34,-1/,/,/,/,/
3207,youssef.g,2,171,/,+2/01:03,+/01:28,-1/,/,/,/,/
3212,visag1998,2,172,/,+2/01:02,+/01:30,/,/,/,/,/
3408,englishkir,1,10,+3/,-1/,+/00:10,-2/,/,/,/,/
3408,CrazyDr,1,10,/,+/00:10,-2/,/,/,/,/,/
3991,yaoyaqiechi,1,52,/,-1/,+/00:52,/,/,/,/,/
4006,Nasif_44th,1,53,/,-5/,+/00:53,/,/,/,/,/
4202,ForeverNewbie,1,94,+2/,-2/,+1/01:24,/,/,/,/,/
4208,hadialaya143,1,95,/,-1/,+/01:35,/,/,/,/,/
3606,REEED,1,22,/,-6/,+/00:22,/,/,/,/,/
3606,mukul166,1,22,/,-2/,+/00:22,/,/,/,/,/
3797,mathdebian,1,34,/,+1/00:24,-2/,/,/,/,/,/
4354,Bek_nUR3,0,0,/,-2/,/,/,/,/,/,/
4354,25yashasvi11,0,0,/,-2/,/,/,/,/,/,/
3212,sosilly,2,172,/,+1/00:49,+1/01:43,/,/,/,/,/
3212,confused10,2,172,/,+2/02:02,+/00:30,-2/,/,/,/,/
,silxi,2,,/,+/,/,+/,/,-1/,/,/
,YDDDD,2,,/,+/,/,+/,/,-1/,/,/
3408,GoldFridge,1,10,/,+/00:10,-2/,/,/,-1/,/,/
3408,soumyasarkar1998,1,10,/,+/00:10,-2/,/,/,/,/,/
,Main_Cpp,1,,/,/,/,/,/,/,+/,/
,priya10,1,,/,-1/,+/,/,/,/,/,/
4006,DATELOST,1,53,/,-1/,+1/00:43,/,/,/,-1/,/
4006,fofao_funk,1,53,/,/,/,/,/,/,+/00:53,/
4354,habi.amg.2015_,0,0,/,-4/,/,/,/,/,/,/
4354,adi.codeforce,0,0,/,-6/,/,/,/,/,/,/
4208,rudrathechamp007,1,95,/,+2/01:15,-2/,/,/,/,/,/
4208,echikawa,1,95,/,-2/,+1/01:25,/,/,/,/,/
3606,Devasnh,1,22,/,-1/,+1/00:12,-5/,/,/,/,/
3606,Sali.adel,1,22,/,-1/,+/00:22,/,/,/,/,/
3797,sbairammariabs,1,34,/,+1/00:24,-2/,/,/,/,/,/
3797,Accepted-_-,1,34,/,+/00:34,-3/,/,/,/,/,/
4354,ycwei982,0,0,/,-1/,-4/,/,/,/,/,/
4354,kuangben,0,0,/,-3/,/,/,/,/,/,/
3212,badsaint,2,172,/,+1/00:53,+2/01:29,/,/,/,/,/
3212,sktcodeforces,2,172,/,+/00:26,+4/01:46,/,/,/,/,/
,aata_gache_tota_pakhi,2,,/,+1/,/,+/,/,/,/,/
,work_harderrrrrr,2,,/,+1/,/,+/,/,-7/,/,/
3408,achi_basadzishvili,1,10,+2/-1,-2/,+/00:10,-3/,-18/,/,/,/
3408,Fiction,1,10,/,-2/,+/00:10,-1/,/,/,-1/,/
,Drona1233,1,,/,+/,/,-7/,/,/,/,/
,saiduzzamanzishan,1,,/,/,+/,/,/,/,/,/
4006,riyazhusain812,1,53,/,/,+/00:53,/,/,/,/,/
4006,RipVanWinkle,1,53,/,/,/,/,/,+1/00:43,/,/
,Sailor32,0,,/,/,/,/,/,/,-2/,/
,borisgrubic,0,,/,/,/,/,/,/,/,/
,tiantp,0,,/,/,/,/,/,/,/,/
,Aaronus23,0,,/,-1/,/,/,/,/,/,/
,Heshamovic,0,,/,/,/,/,/,/,/,/
,hyesun03,0,,/,/,/,/,/,/,/,/
,sewage,1,,/,+1/,/,/,/,/,/,/
,kassyk,1,,/,/,+1/,/,/,/,/,/
4354,Liyun_Zhang,0,0,/,-1/,/,/,/,/,/,/
4354,wys3939tsutae,0,0,/,-1/,/,/,/,/,/,/
4208,nahid803,1,95,/,-1/,+/01:35,/,/,/,/,/
4208,lijymkji00ioO,1,95,/,+/01:35,/,/,/,/,/,/
3606,wongdark2017,1,22,/,-1/,+/00:22,/,/,/,/,/
3606,strollkim,1,22,/,-2/,+/00:22,/,/,/,-4/,/
3797,kumarmapanip1,1,34,/,-3/,+/00:34,/,/,/,/,/
4354,fanos,0,0,/,-1/,-1/,/,/,/,/,/
4354,prateekk,0,0,/,-1/,/,/,/,/,/,/
3217,Yahya_Zahran,2,173,/,+2/01:31,+1/00:52,/,/,/,/,/
3217,haque_3,2,173,/,+/01:33,+/01:20,/,/,/,/,/
,0toINF,2,,/,+1/,/,+/,/,/,/,/
,Scofield11,2,,/,+/,/,+1/,/,/,/,/
3408,nwei,1,10,/,-1/,+/00:10,-1/,/,/,-4/,/
3408,kush159,1,10,/,-1/,+/00:10,-2/,/,/,-2/,/
,Maruf_Sust,1,,/,/,/,-1/,/,/,+/,/
,jugol,1,,/,/,/,/,/,/,+/,/
4006,adarshverma013,1,53,/,-1/,+/00:53,/,/,/,-2/,/
4006,yaminote,1,53,/,-2/,+1/00:43,-2/,/,/,/,/
,sameep17264,0,,/,/,/,/,/,-4/,/,/
,tukan-king,0,,/,/,/,/,/,/,/,/
,dmitry.sluch,0,,/,/,/,/,/,/,-1/,/
,ritesharma,0,,/,/,/,/,/,-1/,/,/
,Avin1152,0,,/,-4/,/,/,/,/,/,/
,tshr,0,,/,/,/,-4/,/,/,/,/
,shakilrana055,0,,/,/,-2/,/,/,/,/,/
,pavlekn,0,,+7/-30,/,/,/,/,/,-2/,/
,19870504,0,,/,/,/,-3/,/,/,/,/
,Mamedov,0,,/,/,/,/,/,/,-1/,/
,katana_handler,0,,/,/,/,/,-5/,/,/,/
,mugiwaranoluffy,0,,/,/,/,/,/,/,/,/
,bagPacKer,0,,/,/,/,-1/,/,/,/,/
,MuhammadAl-Halaby,0,,/,/,/,-1/,/,/,/,/
,hitman623,1,,/,/,/,/,+1/,/,/,/
,ytrsk,1,,/,/,/,/,+1/,/,/,/
4354,Gilgamesh_01,0,0,/,/,-1/,-4/,/,/,/,/
4354,IgorI,0,0,/-20,/,/,/,/,/,/,-3/
4208,little_Nicolas,1,95,/,+/01:35,-1/,/,/,/,/,/
4208,1402851639,1,95,/,-1/,/,-2/,/,/,+/01:35,/
3606,TShT,1,22,+13/-9,-4/,+/00:22,-2/,/,/,/,/
3606,nishanksrj,1,22,/,-2/,+/00:22,-1/,/,/,/,/
3797,JakeKilled4,1,34,/,+1/00:24,-7/,/,/,/,/,/
3797,Hyung,1,34,/,-1/,+/00:34,/,/,/,/,/
4354,jahirul,0,0,/,/,/,/,/,/,-1/,/
4354,kshay,0,0,/,-2/,/,/,/,/,/,/
3217,preetpal_jindal,2,173,/,+1/01:47,+1/00:46,/,/,/,/,/
3220,H_Raj,2,174,/,+3/01:27,+/00:57,/,/,/,/,/
,pranitchawla,2,,/,+1/,/,+/,/,/,/,/
,gkb1998,2,,/,+/,/,+1/,/,/,/,/
3421,pasthec,1,11,/,+/00:11,-2/,/,/,/,/,/
3421,nikita777,1,11,/,-1/,+/00:11,-2/,/,/,-4/,/
,Mn619,1,,/,/,/,/,/,/,+/,/
4006,Qworel,1,53,/,/,+/00:53,-1/,/,/,/,/
,esqt,0,,/,/,/,/,/,/,-1/,/
,shubhamdamani,0,,/,/,/,-3/,/,/,/,/
,It_Wasnt_Me,0,,/,-2/,/,-1/,/,/,/,/
,zeyady98,0,,/,/,/,-1/,/,/,/,/
,BinZhao,0,,/,-1/,-3/,/,/,/,/,/
,tonu0509,0,,/,-2/,-2/,/,/,/,/,/
,yiuyh,0,,/,/,/,-4/,/,/,/,/
,nazarov.shohrukh,0,,/,-7/,/,/,/,/,/,/
,LM.10,0,,/,/,/,-1/,/,/,/,/
,anjalinauhwar,0,,/,/,/,-1/,/,/,/,/
,Fukutsu,0,,/,/,/,/,/,/,-1/,/
,dsifgh,0,,/,/,/,-1/,/,/,/,/
,blackstone1,0,,/,/,/,/,/,/,/,/
,ankit0905,1,,/-1,/,/,/,/,/,+1/,/
,Kiri8128,1,,/,/,/,/,/,+1/,/,-1/
4354,Sifat_Tahsin_Azad,0,0,/,-1/,/,/,/,/,/,/
4354,FirstSintax,0,0,/,-1/,-2/,-3/,/,/,/,/
4215,Reverist,1,96,/,+3/01:06,/,/,/,/,/,/
3606,Jinroy,1,22,+3/,-1/,+/00:22,/,/,/,/,/
3606,tejas01101001,1,22,+2/-1,-3/,+/00:22,-1/,/,/,/,/
3797,amity4932,1,34,/,-3/,+/00:34,/,/,/,/,/
3797,Kakatua,1,34,/,-1/,+/00:34,/,/,/,/,/
4354,Mubasshir_00,0,0,/,-2/,/,/,/,/,/,/
4354,Z_a_m_u,0,0,/,-1/,/,/,/,/,/,/
3220,Funtikov,2,174,/,+2/00:58,+4/00:56,/,/,/,/,/
3220,Fazle,2,174,/,-1/,+/01:28,+/01:26,/,/,/,/
,whyamievenhere,2,,/,+1/,/,+/,/,-1/,/,/
3421,hideki_ryuga,1,11,/,-2/,+/00:11,/,/,/,/,/
3421,Pozdnyakov,1,11,/,-2/,+/00:11,-1/,/,/,/,/
,yudi,1,,/,/,/,/,/,/,+/,/
,_LzY_,1,,/,/,/,/,/,/,+/,/
4006,gauravahlawat81,1,53,/,-9/,+1/00:43,/,/,/,/,/
